isbn,title,subtitle,long_summary,short_summary,page_count,series_name,genres,publisher_name,published_at,authors,author_bios,quotes,awards,year_rank,global_rank,amazon_associates_link,amazon_associates_kindle_link,amazon_associates_audible_link
9781524748173,Constructing a Nervous System,A Memoir,"Memory becomes performance art in this groundbreaking work that defies every convention of autobiographical writing. Rather than following a linear narrative, the text operates like a jazz composition—improvised, layered, and deeply rhythmic. Cultural icons serve as mirrors for self-examination: legendary musicians become conversation partners, literary figures transform into psychological landscapes, and athletic grace provides a vocabulary for understanding Black womanhood.

The author constructs identity through collision and synthesis, allowing disparate influences to speak through her voice. Family history intersects with American cultural mythology, creating a mosaic that reveals how we absorb and reimagine the figures who captivate us. This experimental approach to life writing questions the boundaries between criticism and confession, between individual experience and collective memory.

What emerges is both intimate revelation and cultural excavation—a meditation on how art shapes consciousness and how personal narrative can illuminate broader truths about American identity. The result challenges readers to reconsider what memoir can accomplish when freed from traditional constraints.","Jefferson fragments herself on the page, weaving cultural criticism with personal history in a memoir unlike any other. Bold, innovative, and deeply moving.",208,,Biography & Autobiography / Memoirs,Pantheon,12/04/2022,Margo Jefferson,"Margo Jefferson earned a Pulitzer Prize for her work as a cultural critic and served as theater critic for The New York Times. Her writing has appeared in Vogue, New York Magazine, and The Nation, while her academic career includes positions at Columbia University and Eugene Lang College. Jefferson has published On Michael Jackson and Negroland, which received the National Book Critics Circle Award for Autobiography.","""This is a book for deep submergence, not quick flipping. This is appointment reading. Clear the schedule and commit . . . Hypnotic. . . Ravishing and rigorous . . . in an artistic tradition that includes Emily Dickinson, Frida Kahlo and Ingmar Bergman: ruthless self-excavation that is scrupulously free of solipsism . . . [Jefferson] has—along with other recent innovators in the form . . . grabbed hold of that permission slip and torn it to shreds.""

—Molly Young, The New York Times

""An extraordinary reading experience—the first book I recall wanting to reread immediately after reaching the end . . . [Jefferson] lures us into a dreamy and peripatetic journey . . . [inviting] us to rethink our experiences with art while finding resonance in intimacies that she shares from her own life. I still can't say I know exactly how she manages to make this all succeed. I only know that she does, and it is splendid.""

—Karen Sandstrom, The Washington Post

""Bold and roving…Pulitzer Prize-winning critic and memoirist Jefferson…creates a dance of memory and incisive cultural commentary that's deeply and refreshingly personal. This gorgeous memoir elevates the form to new heights.""

—Publishers Weekly",,6,105,https://amzn.to/3N1bYe4,https://amzn.to/4bj9dyB,https://amzn.to/4spYJUq
9781984801197,A Little Devil in America,Notes in Praise of Black Performance,"Drawing inspiration from Josephine Baker's declaration about being ""a devil in other countries,"" this collection of essays investigates the complex relationship between Black artistry and American society. Abdurraqib dissects moments both grand and ordinary—a vocalist's raw scream in a Rolling Stones track, childhood playground conflicts, marathon dancing, the tension before a card game begins—revealing how each contains multitudes of meaning that ripple through racial dynamics, political landscapes, and personal memory.

The author moves fluidly between icons like Michael Jackson and Patti LaBelle and intimate domestic scenes, finding equal weight in stadium performances and living room gatherings. His analysis captures both the ecstasy and anguish embedded in Black creative expression, examining how artistry becomes both liberation and burden. These essays traverse geography and decades, connecting midcentury European stages to lunar expeditions to cramped Midwestern apartments, mapping how Black performance shapes and reshapes American identity while often extracting a profound personal cost from its creators.","Cultural critic Hanif Abdurraqib examines Black performance across decades of American culture, from Merry Clayton's vocals in ""Gimme Shelter"" to neighborhood spades games. Sharp, generous essays that celebrate artistry while confronting its costs.",320,,Social Science / Cultural & Ethnic Studies / American / African American & Black Studies,Random House,30/03/2021,Hanif Abdurraqib,"Based in Columbus, Ohio, Hanif Abdurraqib works as a poet, essayist, and cultural critic who received a MacArthur Foundation ""Genius"" grant. A Little Devil in America earned him the Carnegie Medal and Gordon Burns Prize while becoming a National Book Award finalist. His earlier work They Can't Kill Us Until They Kill Us received recognition from NPR, Esquire, and numerous other publications as a standout book. Go Ahead in the Rain achieved New York Times bestseller status and finalist recognition for the National Book Critics Circle Award.","""Gorgeous essays that reveal the resilience, heartbreak, and joy within Black performance.""

—Brit Bennett, #1 New York Times bestselling author of The Vanishing Half

""Poignant . . . Abdurraqib has written an important book on the transformative power of . . . love.""

—The New York Times

""Hanif Abdurraqib's genius is in pinpointing those moments in American cultural history when Black people made lightning strike. But Black performance, Black artistry, Black freedom too often came at devastating price. The real devil in America is America itself, the one who stole the soul that he, through open eyes and with fearless prose, snatches back. This is searing, revelatory, filled with utter heartbreak, and unstoppable joy.""

—Marlon James, author of Black Leopard, Red Wolf",,9,106,https://amzn.to/3Yh81nV,https://amzn.to/4aG68Zo,https://amzn.to/45thvjF
9780525558965,The Fraud,,"Victorian London becomes a stage for deception and moral complexity in this ambitious historical novel. At its center lies Eliza Touchet, a sharp-witted Scottish woman who manages the household of her declining novelist cousin while harboring deep doubts about the literary world's pretensions and England's social hypocrisies.

Meanwhile, Andrew Bogle carries the weight of his past as an enslaved person on a Jamaican sugar plantation. His hard-won understanding of power dynamics and human nature becomes crucial when he arrives in London to testify in one of the era's most sensational legal battles.

The notorious Tichborne case grips the nation: can a working-class Australian butcher truly be the lost heir to an aristocratic fortune? As testimony unfolds and society takes sides, both Eliza and Andrew must navigate a labyrinth of competing narratives and hidden motives.

Smith constructs a meditation on authenticity itself—who deserves belief, whose stories matter, and how personal truth intersects with historical record. The novel interrogates the very foundations of identity while exposing the economic and social structures that determine whose voice carries weight in the corridors of power.","Set against the legal trial that divided Victorian England, Smith weaves together the stories of a skeptical Scottish housekeeper and a formerly enslaved Jamaican man navigating questions of truth, authenticity, and who gets to be believed.",464,,Fiction / Literary,Penguin Press,05/09/2023,Zadie Smith,"Zadie Smith has published six novels including White Teeth, The Autograph Man, On Beauty, NW, Swing Time, and The Fraud, alongside the novella The Embassy of Cambodia and short story collection Grand Union. Her nonfiction works include three essay collections: Changing My Mind, Feel Free, and Intimations. Smith also wrote The Wife of Willesden, a play adapted from Chaucer. A native of north-west London, she continues to live there today.","""Zadie Smith's The Fraud is a lot of things: a meticulously researched work of historical fiction, a smart narrative about the importance of truth and the shortcomings of perspective, and a tale that delves deeply into authenticity and justice . . . Smith's knack for developing full secondary characters and her talent for descriptions and witty dialogue make some parts of this novel as entertaining as the wildest fiction . . . The Fraud matters because it unearths stories that need to be told, and because it asks a lot of important questions in both the unearthing and the telling. This is a novel packed with great writing and shining passages that go from humorous to deeply philosophical.""

—NPR

""Mesmerizing . . . Smith weaves Eliza's shrewd and entertaining recollections of her life, a somber account of Bogle's ancestry and past, brief excerpts from Ainsworth's books, and historic trial transcripts into a seamless and stimulating mix, made all the more lively by her juxtaposing of imagination with first-and secondhand accounts and facts. The result is a triumph of historical fiction.""

—Publishers Weekly

""Smith has long been fascinated by, and is expertly attuned to, the authority and status conferred on those who can wield language entertainingly or persuasively. This is the novelist's prowess—and the politician's and the swindler's. . . . Over and over, The Fraud insists on the duty of the novelist to deeply imagine the other—a project that may be doomed to fail but remains worth attempting. Smith was a convincing mouthpiece for this argument in The New York Review of Books not simply because she's a persuasive critic but because she has made a career writing novels that do this well.""

—Jordan Kisner, The Atlantic",,9,106,https://amzn.to/3YSUYZZ,https://amzn.to/497dXWR,https://amzn.to/3YWZ5UQ
9780593489666,Moderation,,"Girlie Delmundo has mastered the art of digital cleanup, scrubbing the internet's darkest corners for a living. Her expertise lands her a coveted position moderating virtual reality content at Fairground, a move that promises to solve her family's mounting financial struggles and finally distance her from the painful memories of their lost Bay Area home.

The job offers everything she's been seeking: financial security, cutting-edge technology, and the blessed isolation that comes with working in virtual spaces. But her carefully constructed digital fortress begins to crumble when she encounters William Cheung, Fairground's sardonic co-founder who now oversees product development.

Their unexpected connection forces Girlie to confront an uncomfortable truth: no amount of technological sophistication can erase the past or predict what's coming next. As their relationship deepens, she realizes that some content simply cannot be moderated away, and the very history she's spent years trying to escape may be the key to understanding her future.","The world's greatest content moderator gets promoted to elite VR status, but falling for her enigmatic co-founder forces a reckoning with the past she's tried to delete. Sharp, funny, and devastatingly smart about love in the digital age.",320,,Fiction / Literary,Viking,05/08/2025,Elaine Castillo,"Elaine Castillo grew up in the Bay Area and earned recognition from the Financial Times as one of ""30 of the Planet's Most Exciting Young People."" Her first novel, America Is Not the Heart, received nominations for the Elle Big Book Award, the Center for Fiction Prize, and the Aspen Words Literary Prize. The book appeared on 2018 best-of lists from NPR, Real Simple, Lit Hub, The Boston Globe, San Francisco Chronicle, the New York Post, Kirkus Reviews, and the New York Public Library.","""Moderation is, at its core, a book about the moment when everything we've been repressing comes back to the surface. You can hide from yourself for only so long: until the work day ends, until your favorite show is over, until the feed runs out of content, until the digital tide recedes and all that is left is your broken, beautiful life.""

—The Atlantic

""With its unyielding density of sharply observed detail, high-resolution psychological drama, and driving narrative momentum, Moderation reminded me that the novel is still the best form of virtual reality we have.""

—Jenny Odell, New York Times bestselling author of Saving Time and How to Do Nothing

""Moderation is a novel that refuses to do things by halves. It is a piercing, laser-precise exploration of big tech and its imperialist intentions; it is a breathtakingly funny and complex portrait of immigrant communities in America; it is a highly charged, passionate and tender love story, willing to embrace myriad forms of love. A wonderful book.""

—Kaliane Bradley, New York Times bestselling author of The Ministry of Time",,12,107,https://amzn.to/4jpzldk,https://amzn.to/4qtVeKF,https://amzn.to/4sBuBpg
9780385548076,King of Kings,"The Iranian Revolution: A Story of Hubris, Delusion and Catastrophic Miscalculation","In the final years of the 1970s, few observers could have predicted that one of America's most strategically important allies would vanish almost overnight. The Shah of Iran commanded vast military resources and sat atop enormous oil wealth, yet within little more than a year, his entire regime crumbled before a religious uprising that caught both Iranian elites and American intelligence completely off guard.

Scott Anderson reconstructs this stunning political collapse, examining how a ruler became so divorced from his people's reality that he failed to recognize the fury building against him. The book traces the miscalculations and willful ignorance that blinded both the Shah and his American supporters to the revolutionary forces gathering strength throughout Iranian society.

Beyond recounting this dramatic historical moment, Anderson positions the Iranian Revolution as a pivotal event that established patterns still reshaping global politics today. The uprising represented something new: religiously motivated populations overthrowing secular, Western-aligned governments. This template would echo across regions and decades, making the events of 1979 essential for understanding contemporary conflicts between traditional religious movements and modernizing elites.",Scott Anderson chronicles the spectacular collapse of the Shah's Iran and America's catastrophic blindness to the revolution brewing beneath their noses. Essential reading for understanding how religious nationalism reshapes the world.,512,,History / Middle East / Iran,Doubleday,05/08/2025,Scott Anderson,"Scott Anderson has written five nonfiction books and two novels, including the internationally bestselling Lawrence in Arabia, which received recognition as a National Book Critics Circle Award finalist and New York Times Notable Book. Anderson contributes regularly to The New York Times Magazine, where his extensive Middle East reporting was compiled into Fractured Lands: How the Arab World Came Apart and featured as a complete magazine issue.","""[A] masterly new account of the Iranian revolution, illustrates the stubborn American blindness that hastened the shah's demise and helped the mullahs prevail. It was an 'obliviousness' that 'became willful, an ignorance to be maintained and defended,' Anderson writes. . . . This is an exceptional and important book. Scrupulous and enterprising reporting rarely combine with such superb storytelling.""

—The New York Times

""Anderson succeeds precisely because he eschews structural, quasi-philosophical queries for an energetic account that concerns itself with, as he puts it, 'a few core questions'. . . . As a result of this inquiry, Anderson finds an answer at once simpler, more instructive, and truer than those of many scholars. . . . Anderson has also consulted the best scholarship on the revolution. . . . Anderson thus offers a readable page-turner that's also attuned to those core questions. . . . Anderson's book [is] one of the best on 1979.""

—The Atlantic

""Veteran journalist Anderson takes readers through the final years of Shah Mohammad Reza Pahlavi's regime in Iran, tracing the political machinations that kept him in power and the corruption that helped turn the Iranian public against him. It is attentive to both the shah's own oblivious rule and the world-historical mistakes that his American allies made in their attempt to prop him up.""

—The Washington Post",,12,107,https://amzn.to/4jy8U5m,https://amzn.to/492QdDa,https://amzn.to/44UQZ2E
9781770462892,Ducks,Two Years in the Oil Sands,"A young woman from Maritime Canada finds herself thousands of miles from home, working in Alberta's industrial oil fields to tackle crushing student debt. What begins as a practical financial decision becomes a profound reckoning with isolation, gender dynamics, and the hidden costs of resource extraction.

Through her distinctive visual storytelling, the narrative captures the stark contrast between the intimate coastal community she left behind and the massive industrial landscape where she now labors. The memoir examines how economic necessity drives people from their roots, forcing them into environments that test their resilience in unexpected ways.

The work interrogates Canada's contradictions—a nation celebrated for progressive ideals and pristine wilderness, yet built on industries that extract both natural resources and human dignity. This graphic narrative reveals the psychological toll of surviving in spaces where trauma becomes routine, where workers endure conditions that remain largely invisible to the outside world, and where women must navigate particular dangers that go unspoken and unaddressed.","Beaton chronicles her two years in Alberta's oil sands with devastating honesty and dark humor. A brilliant graphic memoir about isolation, survival, and the brutal calculations women make in hostile environments.",436,,Comics & Graphic Novels / Literary,Drawn and Quarterly,13/09/2022,Kate Beaton,"Kate Beaton hails from Mabou in Unama'ki-Cape Breton and has established herself as one of Canada's most celebrated cartoonists. Her bibliography includes the graphic memoir Ducks: Two Years in the Oilsands, the webcomic collection Hark! A Vagrant, Step Aside, Pops, and children's books The Princess and the Pony and King Baby. Beaton also executive produced the AppleTV+ series Pinecone & Pony. Her comics have earned numerous Eisner, Doug Wright, Harvey and Ignatz awards. Ducks claimed victory in Canada Reads 2023, appeared on Barack Obama's 2022 favorites list, and received recognition from Time, The New Yorker, The Washington Post, and the New York Times.","""An exceptionally beautiful book about loneliness, labor, and survival. Beaton is a thoughtful guide through a complex landscape of class and gender, and these pages ache with grief and grace.""

—Carmen Maria Machado, author of In the Dream House

""A masterpiece, a heartbreak, a nightlight shining in the dark.""

—Patricia Lockwood, author of No One Is Talking About This

""Ducks is both a coming-of-age narrative and a skillful, subtle commentary on class, misogyny, and the human costs of environmental extraction. From the oil fields to the hallways of worker housing, Kate Beaton's comics are rich with quiet revelations, intimate details, and a deadpan, devastating sense of humor. A generous and illuminating book; I suspect it will stay on my mind for a very long time.""

—Anna Wiener, author of Uncanny Valley",,7,108,https://amzn.to/4pivO1K,https://amzn.to/3NozQZ0,
9780062065247,The Round House,,"Thirteen-year-old Joe Coutts faces an unimaginable crisis after his mother becomes the victim of a vicious assault on their North Dakota reservation. The attack leaves Geraldine withdrawn and silent, refusing to reveal what happened or who was responsible. As his family fractures under the weight of trauma, Joe watches his father—a respected tribal judge—grapple with legal complexities that seem designed to prevent justice.

The crime's location becomes crucial: different jurisdictions mean different laws, different investigators, and potentially different outcomes. Tribal sovereignty collides with federal and state authority in ways that could let a perpetrator escape consequences entirely. Unable to stand by while bureaucratic maze-running stalls progress, Joe joins forces with his closest friends to conduct their own investigation.

Their search leads them through both the physical landscape of the reservation and the deeper cultural terrain of Ojibwe tradition and belief. What begins as adolescent detective work evolves into something far more profound—a reckoning with heritage, justice, and the painful transition from childhood innocence to adult understanding. Erdrich crafts a story where legal thriller elements merge seamlessly with spiritual questioning, creating a narrative that honors both contemporary struggles and ancestral wisdom.","When his mother is brutally attacked on their North Dakota reservation, thirteen-year-old Joe embarks on a dangerous quest for justice. Erdrich weaves together coming-of-age storytelling with urgent questions about law, identity, and belonging.",336,,Fiction / Literary,Harper,02/10/2012,Louise Erdrich,"Louise Erdrich belongs to the Turtle Mountain Band of Chippewa and has written numerous acclaimed novels alongside poetry collections, children's literature, and a memoir about early motherhood. Based in Minnesota with her daughters, Erdrich also runs Birchbark Books, an independent bookstore.","""Erdrich has given us a multitude of narrative voices and stories. Never before has she given us a novel with a single narrative voice so smart, rich and full of surprises as she has in The Round House. . . and, I would argue, her best so far.""

—NPR

""The novel showcases her [Erdrich's] extraordinary ability to delineate the ties of love, resentment, need, duty and sympathy that bind families together…[a] powerful novel.""

—Michiko Kakutani, The New York Times

""Emotionally compelling…Joe is an incredibly endearing narrator, full of urgency and radiant candor…the story he tells transforms a sad, isolated crime into a revelation about how maturity alters our relationship with our parents, delivering us into new kinds of love and pain.""

—Ron Charles, The Washington Post",,7,108,https://amzn.to/4js4H2Y,https://amzn.to/45CxdZT,https://amzn.to/3LpefPH
9781250805140,The Talk,,"A childhood conversation changes everything: a mother explains to her young son why he cannot play with toy guns, revealing the harsh reality that society views Black children through a lens of suspicion and threat. This moment becomes the foundation for a lifetime of heightened awareness and calculated caution.

Through original artwork and intimate storytelling, this memoir traces how early lessons about racial perception influence every aspect of growing up—from classroom interactions to neighborhood encounters. The author grapples with the weight of being seen as dangerous simply for existing, while processing the deaths of Black Americans at the hands of police.

The narrative comes full circle as the author faces his greatest challenge: explaining these same painful truths to his own young child. This graphic memoir interrogates the cyclical nature of racial trauma and the impossible burden placed on Black parents to prepare their children for a world that may not see their humanity.","Pulitzer Prize-winning cartoonist Bell chronicles how ""the talk"" about police violence shaped his coming-of-age and now his own fatherhood. A deeply personal meditation on race, childhood, and mortality in America.",352,,Comics & Graphic Novels / Nonfiction / Biography & Memoir,Henry Holt and Co.,06/06/2023,Darrin Bell,"Darrin Bell launched his cartooning career at age twenty and has since earned the Pulitzer Prize along with the 2016 Berryman Award for Editorial Cartooning and 2015 RFK Award for Editorial Cartooning. Bell co-created Rudy Park and created Candorville, both nationally syndicated comic strips. His editorial work appears through King Features Syndicate, and he contributes cartoons to the New Yorker. He lives in California with his wife and four children.","""A Pulitzer Prize-winning cartoonist draws on his childhood in Los Angeles to explore racism on a deeply personal level. There's a poignancy, too, in the cyclical nature of the story: Bell, now a father, is wrestling with the same questions his own parents face.""

—The New York Times

""A stunning account of a young Black man navigating his way through Los Angeles and Berkeley in the 1980s and '90s, into life as a successful professional and father. The illustrations, fluctuating from the whimsically cartoonish to the painterly, are as multi-tiered and engrossing as Bell's narrative voice. Like Alison Bechdel's Fun Home and Marjane Satrapi's Persepolis, this epic portrait of an artist is destined for iconic status.""

—NPR

""A beautifully drawn book, rich with insight, humor, and hard-won knowledge.""

—Kirkus",,10,109,https://amzn.to/3LsD0dN,https://amzn.to/3YEFrgx,https://amzn.to/3Ykt4pz
9780061692048,Canada,,"A single criminal act tears apart everything Dell Parsons believed about his family and future. At fifteen, he watches his ordinary world collapse as his parents face imprisonment for bank robbery, leaving him and his twin sister to navigate the wreckage alone.

While his sister chooses escape through flight, Dell finds himself transported to the remote Canadian prairie, where a family acquaintance believes safety awaits. Instead, he encounters Arthur Remlinger, a smooth-talking American expatriate whose polished exterior conceals something far more sinister. Under the endless Saskatchewan sky, Dell must grapple with the shattering realization that the adults he trusted were strangers to him.

As Dell attempts to rebuild his understanding of himself and his place in an unpredictable world, he draws closer to a dangerous reckoning with Remlinger's true nature. Ford crafts a meditation on how quickly stability can vanish and how the search for meaning in chaos can lead us toward unexpected darkness. This is a story about the invisible lines we cross—between countries, between childhood and adulthood, between the people we think we know and who they really are.","Dell Parsons' world implodes when his parents rob a bank, sending him into exile across the Canadian border. Ford's spare, luminous prose transforms this coming-of-age story into something profound and devastating.",432,,Fiction / Literary,Ecco,22/05/2012,Richard Ford,"Richard Ford wrote The Sportswriter, Independence Day (which earned both the Pulitzer Prize and PEN/Faulkner Award), The Lay of the Land, and the New York Times bestseller Canada. His short fiction appears in collections such as Let Me Be Frank With You, Sorry for Your Trouble, Rock Springs, and A Multitude of Sins. Richard Ford currently resides in New Orleans alongside his wife, Kristina Ford.","""[Canada] confirms his position as one of the finest stylists and most humane storytellers in America… his most elegiac and profound book…""

—The Washington Post

""Mr. Ford has fashioned an engaging, ruminative voice for Dell…capable of capturing the vernacular of everyday, while addressing the big philosophical questions of choice and fate. It's a voice capable of conjuring both the soporific routines of daily life in 1960 in Great Falls, before Dell's parents turn to crime, and the harrowing, Dickensian experiences he is subjected to after their arrest… Mr. Ford does a masterly job of turning the implausible into the inexorable…""

—The New York Times

""Robust and powerful… Ford is able to tap into something momentous and elemental about the profound moral chaos behind the actions of seemingly responsible people… Ford has dramatized the frightening discovery of the world's anarchic heart.""

—The Wall Street Journal",,8,109,https://amzn.to/4qw7Xg0,https://amzn.to/3YklKuf,https://amzn.to/4ppIP9Y
9781328764522,How To Write An Autobiographical Novel,Essays,"In this collection of essays, a writer examines the interconnected nature of personal experience and artistic creation. The pieces chronicle a journey of self-discovery that spans decades, revealing how the act of writing fiction becomes a lens for understanding one's place in the world.

The author navigates complex questions of identity—as a Korean American, as a gay man, as an artist finding his voice in contemporary America. Through intimate reflections on pivotal moments, from personal loss to national tragedies, these essays demonstrate how literature serves as both refuge and weapon in times of crisis.

The collection reveals the unglamorous reality behind a writing life: the odd jobs that pay the bills, the slow process of crafting a debut novel, the weight of bearing witness to history as it unfolds. Yet throughout, there's an underlying faith in the transformative power of storytelling—both the stories we tell about ourselves and those we share with the world.

What emerges is a meditation on survival and creation, showing how we construct meaning from chaos and find ways to preserve what matters most when everything else seems under siege.","Chee traces his evolution from student to teacher through luminous essays that blend personal narrative with reflections on politics, art, and identity. A moving meditation on creating ourselves through storytelling.",288,,Literary Collections / Essays,Mariner Books,17/04/2018,Alexander Chee,"Alexander Chee wrote the novels Edinburgh, which earned him a Whiting Award, and the national bestseller Queen of the Night. His essay collection How to Write an Autobiographical Novel received recognition as a top book of the year from New York Magazine, the Washington Post, Publisher's Weekly, NPR, and Time, with Kirkus Reviews naming it among the hundred finest nonfiction works of the 21st century in 2025. Alexander Chee has received an NEA Fellowship in Fiction and attended residencies at the MacDowell Colony, Ledig House, and Civitella Ranieri. He makes his home in New York City.","""Alexander Chee is one of the best living writers of today. If he's not already a household name, he needs to be…powerful, powerful essays with powerful, powerful words…""

—Isaac Fitzgerald, NBC

""If writing, too, is a form of drag for Chee, it is also an act of mystic invocation and transference...Chee leavens his heaviest topics—the decimation of the gay community in the late 1980s and early '90s, the repressed memory of sexual abuse that inspired Edinburgh—with charming episodes like his stint as a waiter at William and Pat Buckley's Park Avenue maisonette, a job that prompted a crisis of conscience given Buckley's infamous proposal to brand AIDS patients on their wrists and buttocks...Even at his most mystical, Chee is generous; these pieces are personal, never pedagogical. They bespeak an unguarded sincerity and curiosity. Chee is refreshingly open about his sometimes liberating, sometimes claustrophobic sense of exceptionality...He reminds us that whomever a writer pictures as his audience, he is also writing into absence, standing in testimony for the sake of the dead. Like most of the essays here, 'After Peter' pulses with urgency, one piece from a life in restless motion. It is not necessary to agree that How to Write an Autobiographical Novel is itself a kind of novel in order to appreciate that Chee has written a moving and personal tribute to impermanence, a wise and transgressive meditation on a life lived both because of and in spite of America, a place where, he writes, you are allowed to speak the truth as long as nothing changes.""

—The New York Times

""Two-thirds of the way through Alexander Chee's How to Write an Autobiographical Novel, I abandoned my sharpened reviewer's pencil in favor of luxuriating in the words. Chee's writing has a mesmerizing quality; his sentences are rife with profound truths without lapsing into the didactic...Chee is a very special artist; his writing is lyrical and accessible, whimsical and sad, often all at the same time. No doubt he is an inspiring writing teacher as well. His views on writing reflect his own, thoughtfully examined life.""

—NPR",,4,110,https://amzn.to/3YLy3j8,,https://amzn.to/4pbecEP
9780593535974,Loot,,"A teenage artisan's exceptional skill with wood transforms his destiny in ways he could never foresee. Abbas finds himself summoned to craft an elaborate mechanical tiger for a sultan's court, setting in motion a chain of events that will carry him far from his homeland. Through his collaboration with a master French clockmaker, Abbas discovers new worlds of knowledge and possibility, including an unexpected connection that draws him toward Europe.

Yet history has other plans. Colonial forces shatter the palace walls, scattering its treasures across distant lands. The magnificent creation Abbas helped bring to life disappears into the hands of those who claim ownership through conquest rather than creation. What begins as artistic apprenticeship evolves into something far more personal—a pursuit that challenges everything Abbas understands about belonging, justice, and the true meaning of home. His journey becomes a meditation on what we lose when empires rise and fall, and what we're willing to sacrifice to restore what was taken.","When teenage woodcarver Abbas creates a mechanical tiger for an Indian sultan, he never imagines it will lead him across continents on a daring mission to reclaim stolen art from colonial plunderers.",304,,Fiction / Literary,Knopf,13/06/2023,Tania James,"Tania James has written the novels Atlas of Unknowns and The Tusk That Did the Damage, along with the story collection Aerogrammes. Her fiction appears in publications including The Kenyon Review, Granta, One Story, Boston Review, A Public Space, and Guernica. She makes her home in Washington, D.C.","""Loot is the most transporting and absorbing novel I've read in ages—a rich tapestry of an epic, thrilling at every turn. This isn't just brilliant writing: It's storytelling of the highest order.""

—Rebecca Makkai, author of The Great Believers & I Have Some Questions for You

""Loot held me spellbound from the first page. This is an expertly-plotted, deeply affecting novel about war, displacement, emigration, and an elusive mechanical tiger.""

—Maggie O'Farrell, author of Hamnet & The Marriage Portrait

""I read Loot in a single sitting; it is a wild, dazzling eighteenth-century romp across continents with profound things to say about invention and self-reinvention, class and fate, and the deeply human hunger to create family as both bulwark against loneliness and constant source of light and warmth.""

—Lauren Groff, author of Fates and Furies, Florida & Arcadia",,10,110,https://amzn.to/3YSUiUr,https://amzn.to/3Ns1jsQ,https://amzn.to/4qA3I31
9780374619572,The Wayfinder,,"In the ancient Pacific, where island empires rise and fall with the tides, a community faces extinction through famine. Their survival rests on the shoulders of Korero, a girl who must navigate treacherous waters and political intrigue to secure her people's future.

Johnson reconstructs a civilization that existed long before European contact, bringing to life the sophisticated maritime culture of the Tu'i Tonga Empire. Through Korero's odyssey, readers encounter a society built on complex hierarchies and oceanic mastery, where navigators read stars like maps and outrigger canoes serve as vessels of both commerce and conquest.

The novel examines how communities respond to environmental crisis and resource scarcity, questioning what individuals owe to their heritage and what sacrifices are worth making for collective survival. Johnson draws from Polynesian oral traditions to create a narrative that feels both historically grounded and mythically resonant, offering insights into how stories themselves become tools of cultural preservation and resistance.","Set in the Polynesian islands during the Tu'i Tonga Empire, this epic follows Korero, a young girl who must undertake a perilous seafaring journey to save her starving people. Johnson weaves survival, history, and mythology into something magnificent.",736,,Fiction / Literary,MCD,14/10/2025,Adam Johnson,"Adam Johnson writes fiction that spans continents and cultures, earning recognition for both novels and short stories. His novel The Orphan Master's Son received the Pulitzer Prize in 2012, while his collection Fortune Smiles won the National Book Award in 2015. Johnson teaches English at Stanford University, where he continues to craft narratives that bridge historical research with contemporary storytelling.","""How lucky we are that Adam Johnson has ignited for us this wild, epic, and utterly captivating skein of human history. His years of immersion in the Polynesian oral tradition and research into the Tu'itonga Empire shimmer through The Wayfinder at every twist, but his rollicking storytelling leads the way.""

—Jennifer Egan, Pulitzer Prize-winning author of A Visit from the Goon Squad and The Candy House

""Novels are long divorced from the oral tradition; few are designed to last beyond their reading. But some books—Gabriel García Márquez's One Hundred Years of Solitude (1967), for instance, or Larry McMurtry's Lonesome Dove (1985)—continue to be passed down, like legends. Predicting posterity is impossible, but The Wayfinder is this kind of work, modern and mythological. It is good enough, wondrous enough, to endure.""

—The Wall Street Journal

""The Wayfinder is a singular achievement. Everything you can ask for in a reading experience, and, because it's Adam Johnson, a little bit more. There are lines in here so pure and direct and lyrical and right, they make my teeth ache.""

—Stephen Graham Jones, author of The New York Times Bestseller The Buffalo Hunter Hunter",,11,111,https://amzn.to/3KTWurD,https://amzn.to/4b9rqi4,https://amzn.to/3YiBrlx
